countryOfAsylum,countryOfOrigin,year,totalRefugees
HUN,IRQ,2009,1166
HUN,IRN,2009,164
HUN,JOR,2009,1
HUN,KAZ,2009,1
HUN,KEN,2009,5
HUN,LBN,2009,6
HUN,LBR,2009,17
HUN,LBY,2009,9
HUN,MDG,2009,1
HUN,MRT,2009,1
HUN,MAR,2009,2
HUN,MMR,2009,3
HUN,NPL,2009,15
HUN,NGA,2009,94
HUN,PAK,2009,66
HUN,MDA,2009,3
HUN,ROU,2009,27
HUN,RUS,2009,133
HUN,RWA,2009,1
HUN,SAU,2009,1
HUN,SEN,2009,6
HUN,SRB,2009,702
HUN,SLE,2009,56
HUN,SOM,2009,397
HUN,LKA,2009,10
HUN,PSE,2009,110
HUN,SDN,2009,124
HUN,SWZ,2009,1
HUN,SYR,2009,43
HUN,MKD,2009,5
HUN,TGO,2009,9
HUN,TUN,2009,5
HUN,TUR,2009,76
HUN,UGA,2009,7
HUN,UKR,2009,47
HUN,TZA,2009,3
HUN,UZB,2009,10
HUN,VNM,2009,3
HUN,ZWE,2009,6
ISL,AFG,2009,4
ISL,ALB,2009,12
ISL,ARM,2009,4
ISL,BLR,2009,0
ISL,CHN,2009,1
ISL,COD,2009,1
ISL,ERI,2009,4
ISL,GEO,2009,1
ISL,IRQ,2009,4
ISL,IRN,2009,6
ISL,KEN,2009,1
ISL,LBY,2009,1
ISL,MRT,2009,1
ISL,MAR,2009,1
ISL,MMR,2009,1
ISL,ROU,2009,1
ISL,RUS,2009,5
ISL,SRB,2009,3
ISL,SLE,2009,1
ISL,SVK,2009,4
ISL,LKA,2009,4
ISL,SYR,2009,1
ISL,UZB,2009,1
IND,AFG,2009,8528
IND,BIH,2009,1
IND,CHN,2009,100003
IND,CIV,2009,1
IND,COD,2009,7
IND,ERI,2009,16
IND,ETH,2009,7
IND,IRQ,2009,130
IND,IRN,2009,46
IND,LAO,2009,1
IND,MMR,2009,2952
IND,SLE,2009,0
IND,SOM,2009,655
IND,LKA,2009,72883
IND,PSE,2009,77
IND,SDN,2009,14
IND,YEM,2009,2
IDN,AFG,2009,220
IDN,CHN,2009,0
IDN,CIV,2009,1
IDN,COD,2009,10
IDN,EGY,2009,2
IDN,ETH,2009,0
IDN,IRQ,2009,209
IDN,IRN,2009,25
IDN,KWT,2009,6
IDN,MAR,2009,0
IDN,MMR,2009,154
IDN,PAK,2009,5
IDN,SOM,2009,44
IDN,LKA,2009,121
IDN,PSE,2009,1
IRQ,AFG,2009,2
IRQ,DZA,2009,0
IRQ,EGY,2009,0
IRQ,ETH,2009,2
IRQ,IRN,2009,12401
IRQ,JOR,2009,0
IRQ,LBN,2009,0
IRQ,PSE,2009,11930
IRQ,SDN,2009,1
IRQ,SYR,2009,757
IRQ,TUR,2009,10125
IRL,AFG,2009,149
IRL,ALB,2009,175
IRL,DZA,2009,167
IRL,AGO,2009,361
IRL,ARG,2009,1
IRL,ARM,2009,43
IRL,AZE,2009,31
IRL,BGD,2009,23
IRL,BLR,2009,61
IRL,BEL,2009,13
IRL,BEN,2009,3
IRL,BTN,2009,12
IRL,BIH,2009,13
IRL,BRA,2009,4
IRL,BGR,2009,44
IRL,BFA,2009,2
IRL,BDI,2009,42
IRL,KHM,2009,14
IRL,CMR,2009,167
IRL,CAF,2009,9
IRL,TCD,2009,12
IRL,CHN,2009,95
IRL,COL,2009,1
IRL,COG,2009,47
IRL,CIV,2009,63
IRL,HRV,2009,317
IRL,CUB,2009,8
IRL,CZE,2009,125
IRL,PRK,2009,6
IRL,COD,2009,541
IRL,EGY,2009,34
IRL,ERI,2009,118
IRL,EST,2009,12
IRL,ETH,2009,65
IRL,GMB,2009,7
IRL,GEO,2009,169
IRL,GHA,2009,56
IRL,GTM,2009,2
IRL,GIN,2009,63
IRL,GNB,2009,3
IRL,HUN,2009,4
IRL,IND,2009,5
IRL,IDN,2009,1
IRL,IRQ,2009,688
IRL,IRN,2009,197
IRL,ISR,2009,26
IRL,JAM,2009,9
IRL,JPN,2009,2
IRL,JOR,2009,4
IRL,KAZ,2009,74
IRL,KEN,2009,110
IRL,KWT,2009,59
IRL,KGZ,2009,18
IRL,LVA,2009,23
IRL,LBN,2009,19
IRL,LSO,2009,2
IRL,LBR,2009,42
IRL,LBY,2009,79
IRL,LTU,2009,22
IRL,MWI,2009,4
IRL,MYS,2009,1
IRL,MRT,2009,6
IRL,MUS,2009,1
IRL,MNG,2009,2
IRL,MAR,2009,9
IRL,MOZ,2009,7
IRL,MMR,2009,8
IRL,NPL,2009,4
IRL,NIC,2009,1
IRL,NER,2009,8
IRL,NGA,2009,766
IRL,PAK,2009,221
IRL,PHL,2009,3
IRL,POL,2009,52
IRL,MDA,2009,227
IRL,ROU,2009,369
IRL,RUS,2009,271
IRL,RWA,2009,82
IRL,SAU,2009,1
IRL,SEN,2009,0
IRL,SRB,2009,324
IRL,SLE,2009,89
IRL,SVK,2009,28
IRL,SOM,2009,590
IRL,ZAF,2009,49
IRL,LKA,2009,31
IRL,PSE,2009,116
IRL,SDN,2009,445
IRL,SWZ,2009,1
IRL,CHE,2009,5
IRL,SYR,2009,34
IRL,TJK,2009,9
IRL,THA,2009,2
IRL,MKD,2009,15
IRL,TGO,2009,96
IRL,TUN,2009,1
IRL,TUR,2009,23
IRL,TKM,2009,1
IRL,UGA,2009,81
IRL,UKR,2009,193
IRL,GBR,2009,8
IRL,TZA,2009,9
IRL,UZB,2009,39
IRL,VEN,2009,2
IRL,VNM,2009,4
IRL,YEM,2009,3
IRL,ZMB,2009,5
IRL,ZWE,2009,409
IRN,AFG,2009,1022494
IRN,ETH,2009,1
IRN,IRQ,2009,47924
IRN,KWT,2009,11
IRN,KGZ,2009,2
IRN,PAK,2009,13
IRN,TJK,2009,2
IRN,UZB,2009,41
ISR,ARM,2009,1
ISR,BDI,2009,0
ISR,TCD,2009,1
ISR,CIV,2009,202
ISR,PRK,2009,2
ISR,COD,2009,83
ISR,ERI,2009,11852
ISR,ETH,2009,86
ISR,LBR,2009,2
ISR,NPL,2009,1
ISR,SLE,2009,2
ISR,ZAF,2009,1
ISR,SDN,2009,5502
ISR,SYR,2009,0
ISR,TUR,2009,1
ITA,AFG,2009,3039
ITA,ALB,2009,205
ITA,DZA,2009,60
ITA,AGO,2009,126
ITA,ARM,2009,73
ITA,AZE,2009,41
ITA,BGD,2009,634
ITA,BLR,2009,16
ITA,BEN,2009,41
ITA,BTN,2009,1
ITA,BOL,2009,5
ITA,BIH,2009,95
ITA,BRA,2009,10
ITA,BFA,2009,284
ITA,BDI,2009,16
ITA,CPV,2009,17
ITA,KHM,2009,0
ITA,CMR,2009,509
ITA,CAF,2009,13
ITA,TCD,2009,60
ITA,CHL,2009,3
ITA,CHN,2009,62
ITA,COL,2009,411
ITA,COG,2009,684
ITA,CIV,2009,2900
ITA,HRV,2009,16
ITA,CUB,2009,84
ITA,COD,2009,482
ITA,DJI,2009,1
ITA,ECU,2009,6
ITA,EGY,2009,21
ITA,SLV,2009,23
ITA,GNQ,2009,1
ITA,ERI,2009,10377
ITA,ETH,2009,2207
ITA,GAB,2009,2
ITA,GMB,2009,207
ITA,GEO,2009,89
ITA,GHA,2009,602
ITA,GTM,2009,3
ITA,GIN,2009,473
ITA,GNB,2009,12
ITA,HND,2009,2
ITA,IND,2009,83
ITA,IRQ,2009,1843
ITA,IRN,2009,694
ITA,JOR,2009,5
ITA,KAZ,2009,5
ITA,KEN,2009,54
ITA,KWT,2009,3
ITA,KGZ,2009,3
ITA,LBN,2009,194
ITA,LBR,2009,1359
ITA,LBY,2009,8
ITA,LTU,2009,1
ITA,MDG,2009,4
ITA,MWI,2009,1
ITA,MLI,2009,110
ITA,MRT,2009,75
ITA,MNG,2009,5
ITA,MNE,2009,13
ITA,MAR,2009,76
ITA,MMR,2009,10
ITA,NPL,2009,20
ITA,NER,2009,65
ITA,NGA,2009,2154
ITA,PAK,2009,920
ITA,PNG,2009,0
ITA,PER,2009,15
ITA,POL,2009,1
ITA,MDA,2009,110
ITA,ROU,2009,73
ITA,RUS,2009,309
ITA,RWA,2009,47
ITA,SAU,2009,3
ITA,SEN,2009,109
ITA,SRB,2009,3530
ITA,SLE,2009,374
ITA,SOM,2009,7747
ITA,ZAF,2009,1
ITA,LKA,2009,974
ITA,PSE,2009,266
ITA,SDN,2009,2159
ITA,SYR,2009,190
ITA,TJK,2009,1
ITA,MKD,2009,209
ITA,TGO,2009,1483
ITA,TUN,2009,81
ITA,TUR,2009,2016
ITA,UGA,2009,22
ITA,UKR,2009,76
ITA,TZA,2009,2
ITA,URY,2009,3
ITA,UZB,2009,5
ITA,VNM,2009,15
ITA,YEM,2009,2
ITA,ZWE,2009,20
JAM,HTI,2009,19
JAM,MMR,2009,4
JAM,RWA,2009,1
JAM,SLE,2009,1
JAM,UGA,2009,1
JPN,AFG,2009,57
JPN,BGD,2009,4
JPN,BDI,2009,4
JPN,KHM,2009,82
JPN,CHN,2009,60
JPN,COD,2009,2
JPN,ETH,2009,9
JPN,IRQ,2009,6
JPN,IRN,2009,31
JPN,LAO,2009,0
JPN,MMR,2009,1193
JPN,PAK,2009,12
JPN,SOM,2009,2
JPN,LKA,2009,6
JPN,SDN,2009,16
JPN,TUR,2009,13
JPN,VNM,2009,709
JOR,AFG,2009,5
JOR,DZA,2009,1
JOR,BIH,2009,12
JOR,CUB,2009,0
JOR,EGY,2009,21
JOR,ERI,2009,4
JOR,IRQ,2009,450000
JOR,IRN,2009,0
JOR,ISR,2009,0
JOR,LBN,2009,5
JOR,LBY,2009,0
JOR,MAR,2009,1
JOR,RUS,2009,89
JOR,SOM,2009,212
JOR,LKA,2009,1
JOR,SDN,2009,191
JOR,SYR,2009,138
JOR,TGO,2009,0
JOR,TUN,2009,2
JOR,TUR,2009,1
JOR,YEM,2009,4
KAZ,AFG,2009,429
KAZ,CHN,2009,17
KAZ,ETH,2009,2
KAZ,IRQ,2009,0
KAZ,KGZ,2009,14
KAZ,NGA,2009,1
KAZ,RUS,2009,3692
KAZ,SOM,2009,2
KAZ,TKM,2009,1
KAZ,UZB,2009,182
KEN,BDI,2009,1313
KEN,CMR,2009,1
KEN,CAF,2009,1
KEN,COG,2009,25
KEN,CIV,2009,1
KEN,COD,2009,3608
KEN,DJI,2009,2
KEN,EGY,2009,2
KEN,ERI,2009,1027
KEN,ETH,2009,17103
KEN,IRQ,2009,2
KEN,LBR,2009,1
KEN,MOZ,2009,3
KEN,NAM,2009,1
KEN,NGA,2009,1
KEN,RWA,2009,2468
KEN,SOM,2009,310280
KEN,ZAF,2009,1
KEN,LKA,2009,2
KEN,PSE,2009,1
KEN,SDN,2009,20315
KEN,UGA,2009,2760
KEN,TZA,2009,7
KEN,ZWE,2009,3
KWT,IRQ,2009,175
KWT,IRN,2009,42
KWT,SOM,2009,3
KWT,PSE,2009,0
KWT,SDN,2009,1
KGZ,AFG,2009,323
KGZ,CHN,2009,2
KGZ,PRK,2009,7
KGZ,IRN,2009,8
KGZ,RUS,2009,0
KGZ,SYR,2009,4
KGZ,UZB,2009,79
LVA,AFG,2009,3
LVA,AZE,2009,4
LVA,BLR,2009,7
LVA,CUB,2009,2
LVA,COD,2009,1
LVA,IRQ,2009,3
LVA,KEN,2009,2
LVA,KGZ,2009,1
LVA,PAK,2009,3
LVA,RUS,2009,6
LVA,SOM,2009,7
LVA,LKA,2009,2
LVA,PSE,2009,1
LVA,SDN,2009,1
LBN,AFG,2009,8
LBN,DZA,2009,5
LBN,EGY,2009,21
LBN,ERI,2009,3
LBN,ETH,2009,16
LBN,GHA,2009,1
LBN,IRQ,2009,50000
LBN,IRN,2009,40
LBN,JOR,2009,18
LBN,KWT,2009,1
LBN,LBY,2009,1
LBN,MAR,2009,1
LBN,PHL,2009,13
LBN,ROU,2009,1
LBN,SAU,2009,1
LBN,SLE,2009,1
LBN,SOM,2009,21
LBN,LKA,2009,8
LBN,PSE,2009,34
LBN,SDN,2009,87
LBN,SWE,2009,1
LBN,SYR,2009,90
LBN,TUN,2009,12
LBN,TUR,2009,11
LBN,GBR,2009,1
LBN,USA,2009,1
LBN,YEM,2009,6
LBR,DZA,2009,1
LBR,BFA,2009,4
LBR,TCD,2009,1
LBR,CIV,2009,6414
LBR,COD,2009,5
LBR,ETH,2009,1
LBR,GHA,2009,2
LBR,GIN,2009,1
LBR,IRQ,2009,3
LBR,MRT,2009,1
LBR,NGA,2009,1
LBR,RWA,2009,1
LBR,SLE,2009,500
LBR,SOM,2009,1
LBR,PSE,2009,1
LBR,SDN,2009,9
LBR,TGO,2009,4
LBR,UGA,2009,2
LBY,AFG,2009,1
LBY,DZA,2009,6
LBY,BIH,2009,0
LBY,BDI,2009,0
LBY,CMR,2009,2
LBY,TCD,2009,21
LBY,CIV,2009,25
LBY,COD,2009,34
LBY,EGY,2009,3
LBY,ERI,2009,622
LBY,ETH,2009,37
LBY,HTI,2009,1
LBY,IRQ,2009,2777
LBY,LBR,2009,134
LBY,MRT,2009,1
LBY,NGA,2009,1
LBY,RWA,2009,0
LBY,SLE,2009,0
LBY,SOM,2009,643
LBY,PSE,2009,3777
LBY,SDN,2009,919
LBY,TGO,2009,1
LBY,TZA,2009,0
LIE,DZA,2009,1
LIE,ARM,2009,16
LIE,BIH,2009,2
LIE,IRN,2009,2
LIE,SRB,2009,62
LTU,AFG,2009,100
LTU,ARM,2009,2
LTU,AZE,2009,3
LTU,BLR,2009,10
LTU,CMR,2009,5
LTU,CUB,2009,3
LTU,COD,2009,1
LTU,ERI,2009,3
LTU,ETH,2009,3
LTU,GEO,2009,2
LTU,IRQ,2009,14
LTU,IRN,2009,6
LTU,ISR,2009,2
LTU,NGA,2009,4
LTU,PAK,2009,2
LTU,RUS,2009,579
LTU,SOM,2009,22
LTU,LKA,2009,7
LTU,SYR,2009,3
LTU,TJK,2009,1
LTU,TGO,2009,1
LTU,UZB,2009,11
LTU,VNM,2009,1
LTU,YEM,2009,1
LTU,ZWE,2009,1
LUX,AFG,2009,0
LUX,ALB,2009,0
LUX,AGO,2009,0
LUX,BIH,2009,0
LUX,CMR,2009,0
LUX,TCD,2009,0
LUX,PRK,2009,0
LUX,COD,2009,0
LUX,ERI,2009,0
LUX,ETH,2009,0
LUX,GEO,2009,0
LUX,GIN,2009,0
LUX,IRQ,2009,0
LUX,IRN,2009,0
LUX,ISR,2009,0
LUX,MNE,2009,0
LUX,NGA,2009,0
LUX,PAK,2009,0
LUX,RUS,2009,0
LUX,RWA,2009,0
LUX,SRB,2009,0
LUX,SOM,2009,0
LUX,TUN,2009,0
LUX,TUR,2009,0
LUX,TKM,2009,0
MAC,PAK,2009,6
MWI,BDI,2009,1220
MWI,COD,2009,1950
MWI,ERI,2009,1
MWI,ETH,2009,2
MWI,KEN,2009,0
MWI,RWA,2009,2226
MWI,SOM,2009,40
MWI,SDN,2009,2
MWI,UGA,2009,0
MWI,ZWE,2009,2
MYS,AFG,2009,248
MYS,DZA,2009,0
MYS,BGD,2009,4
MYS,BTN,2009,3
MYS,BDI,2009,1
MYS,KHM,2009,27
MYS,CMR,2009,1
MYS,TCD,2009,2
MYS,CHN,2009,41
MYS,COG,2009,1
MYS,CIV,2009,3
MYS,COD,2009,4
MYS,ERI,2009,4
MYS,ETH,2009,2
MYS,IDN,2009,747
MYS,IRQ,2009,450
MYS,IRN,2009,17
MYS,LBN,2009,1
MYS,LBR,2009,14
MYS,MMR,2009,61412
MYS,NPL,2009,6
MYS,NGA,2009,2
MYS,PAK,2009,13
MYS,PHL,2009,1
MYS,RUS,2009,4
MYS,RWA,2009,1
MYS,SLE,2009,1
MYS,SOM,2009,647
MYS,LKA,2009,2133
MYS,PSE,2009,156
MYS,SDN,2009,41
MYS,THA,2009,140
MYS,TUN,2009,2
MYS,VNM,2009,4
MYS,ESH,2009,1
MYS,YEM,2009,1
MYS,ZWE,2009,2
MLI,DZA,2009,1
MLI,BEN,2009,9
MLI,BFA,2009,1
MLI,BDI,2009,51
MLI,CMR,2009,20
MLI,CAF,2009,7
MLI,TCD,2009,42
MLI,COG,2009,45
MLI,CIV,2009,2028
MLI,COD,2009,126
MLI,ERI,2009,5
MLI,ETH,2009,9
MLI,GMB,2009,5
MLI,GHA,2009,11
MLI,GIN,2009,1
MLI,GNB,2009,19
MLI,LBR,2009,423
MLI,MRT,2009,10482
MLI,NER,2009,2
MLI,NGA,2009,76
MLI,RWA,2009,91
MLI,SEN,2009,27
MLI,SLE,2009,0
MLI,TGO,2009,56
MLI,UGA,2009,1
MLT,AFG,2009,8
MLT,DZA,2009,6
MLT,CIV,2009,26
MLT,COD,2009,68
MLT,EGY,2009,4
MLT,ERI,2009,1189
MLT,ETH,2009,52
MLT,GEO,2009,3
MLT,IRQ,2009,63
MLT,IRN,2009,3
MLT,KAZ,2009,1
MLT,LVA,2009,0
MLT,LBR,2009,6
MLT,LBY,2009,11
MLT,MLI,2009,6
MLT,MNE,2009,0
MLT,MAR,2009,7
MLT,NGA,2009,2
MLT,PAK,2009,2
MLT,ROU,2009,0
MLT,RWA,2009,0
MLT,SRB,2009,2
MLT,SLE,2009,10
MLT,SVN,2009,0
MLT,SOM,2009,3534
MLT,LKA,2009,19
MLT,PSE,2009,29
MLT,SDN,2009,261
MLT,SYR,2009,18
MLT,TGO,2009,1
MLT,TUN,2009,1
MLT,TUR,2009,14
MRT,AGO,2009,2
MRT,CMR,2009,3
MRT,CAF,2009,12
MRT,TCD,2009,5
MRT,COG,2009,21
MRT,CIV,2009,330
MRT,COD,2009,86
MRT,GIN,2009,11
MRT,IND,2009,1
MRT,IRQ,2009,50
MRT,LBR,2009,184
MRT,MAR,2009,1
MRT,SEN,2009,7
MRT,SLE,2009,0
MRT,SOM,2009,1
MRT,PSE,2009,16
MRT,SDN,2009,11
MRT,TGO,2009,51
MRT,TUN,2009,2
MRT,UGA,2009,1
MRT,ESH,2009,26000
MEX,AFG,2009,1
MEX,ALB,2009,4
MEX,DZA,2009,1
MEX,AGO,2009,4
MEX,BGD,2009,4
MEX,BOL,2009,1
MEX,BDI,2009,1
MEX,CMR,2009,9
MEX,CHL,2009,2
MEX,CHN,2009,4
MEX,COL,2009,210
MEX,COG,2009,12
MEX,CIV,2009,6
MEX,CUB,2009,22
MEX,PRK,2009,1
MEX,COD,2009,52
MEX,ECU,2009,1
MEX,SLV,2009,183
MEX,ERI,2009,4
MEX,ETH,2009,10
MEX,GHA,2009,3
MEX,GTM,2009,281
MEX,GIN,2009,1
MEX,HTI,2009,175
MEX,HND,2009,49
MEX,IND,2009,11
MEX,IDN,2009,1
MEX,IRQ,2009,38
MEX,IRN,2009,14
MEX,JAM,2009,1
MEX,JOR,2009,1
MEX,KEN,2009,1
MEX,LBN,2009,1
MEX,MMR,2009,9
MEX,NPL,2009,5
MEX,NIC,2009,12
MEX,NGA,2009,8
MEX,PER,2009,9
MEX,KOR,2009,1
MEX,ROU,2009,13
MEX,RUS,2009,6
MEX,SAU,2009,1
MEX,SEN,2009,2
MEX,SRB,2009,2
MEX,SLE,2009,1
MEX,SOM,2009,2
MEX,ZAF,2009,1
MEX,LKA,2009,23
MEX,PSE,2009,5
MEX,SDN,2009,8
MEX,MKD,2009,1
MEX,TGO,2009,1
MEX,TUN,2009,1
MEX,TUR,2009,3
MEX,UGA,2009,1
MEX,UZB,2009,2
MEX,VEN,2009,5
MEX,VNM,2009,1
MEX,ZWE,2009,3
FSM,MMR,2009,1
MNG,CHN,2009,11
MNE,BLR,2009,1
MNE,BIH,2009,5636
MNE,HRV,2009,2184
MNE,SRB,2009,16197
MNE,MKD,2009,1
MAR,DZA,2009,4
MAR,AGO,2009,3
MAR,CMR,2009,6
MAR,CAF,2009,3
MAR,TCD,2009,5
MAR,CHN,2009,1
MAR,COG,2009,16
MAR,CIV,2009,280
MAR,COD,2009,209
MAR,ERI,2009,2
MAR,GIN,2009,4
MAR,IRQ,2009,157
MAR,IRN,2009,1
MAR,LBR,2009,17
MAR,LBY,2009,1
MAR,NER,2009,1
MAR,NGA,2009,4
MAR,PAK,2009,7
MAR,RWA,2009,5
MAR,SEN,2009,4
MAR,SLE,2009,0
MAR,SOM,2009,3
MAR,LKA,2009,1
MAR,PSE,2009,29
MAR,SDN,2009,4
MAR,TGO,2009,1
MAR,TUN,2009,1
MAR,YEM,2009,4
MOZ,AFG,2009,1
MOZ,AGO,2009,6
MOZ,BGD,2009,2
MOZ,BDI,2009,827
MOZ,COG,2009,17
MOZ,CUB,2009,1
MOZ,COD,2009,1932
MOZ,LBR,2009,1
MOZ,MDG,2009,1
MOZ,RWA,2009,730
MOZ,SLE,2009,1
MOZ,SOM,2009,24
MOZ,SDN,2009,2
MOZ,UGA,2009,2
NAM,AGO,2009,5924
NAM,BDI,2009,153
NAM,CMR,2009,2
NAM,CAF,2009,2
NAM,COG,2009,9
NAM,COD,2009,964
NAM,ERI,2009,1
NAM,RWA,2009,80
NAM,SLE,2009,3
NAM,SDN,2009,5
NAM,UGA,2009,3
NAM,TZA,2009,1
NAM,ESH,2009,1
NAM,ZWE,2009,15
NPL,AFG,2009,2
NPL,BGD,2009,1
NPL,BTN,2009,88205
NPL,CHN,2009,1
NPL,ETH,2009,4
NPL,IRQ,2009,3
NPL,IRN,2009,1
NPL,MMR,2009,11
NPL,PAK,2009,142
NPL,SOM,2009,89
NPL,LKA,2009,2
NPL,"Tibetans",2009,20000
NLD,AFG,2009,9383
NLD,ALB,2009,51
NLD,DZA,2009,103
NLD,AND,2009,1
NLD,AGO,2009,2492
NLD,ARG,2009,1
NLD,ARM,2009,1041
NLD,AZE,2009,1986
NLD,BHR,2009,0
NLD,BGD,2009,29
NLD,BLR,2009,100
NLD,BEL,2009,1
NLD,BLZ,2009,0
NLD,BEN,2009,11
NLD,BTN,2009,109
NLD,BIH,2009,828
NLD,BRA,2009,4
NLD,BGR,2009,3
NLD,BFA,2009,8
NLD,BDI,2009,2363
NLD,CPV,2009,1
NLD,KHM,2009,19
NLD,CMR,2009,215
NLD,CAF,2009,8
NLD,TCD,2009,20
NLD,CHL,2009,2
NLD,CHN,2009,1192
NLD,COL,2009,306
NLD,COG,2009,748
NLD,CIV,2009,532
NLD,HRV,2009,59
NLD,CUB,2009,10
NLD,CZE,2009,11
NLD,PRK,2009,31
NLD,COD,2009,1084
NLD,DJI,2009,11
NLD,ECU,2009,4
NLD,EGY,2009,39
NLD,GNQ,2009,0
NLD,ERI,2009,1132
NLD,ETH,2009,636
NLD,FRA,2009,1
NLD,GAB,2009,3
NLD,GMB,2009,15
NLD,GEO,2009,216
NLD,DEU,2009,3
NLD,GHA,2009,3
NLD,GRC,2009,1
NLD,GIN,2009,1067
NLD,GNB,2009,15
NLD,HTI,2009,2
NLD,HND,2009,4
NLD,HUN,2009,2
NLD,IND,2009,14
NLD,IDN,2009,35
NLD,IRQ,2009,16844
NLD,IRN,2009,2662
NLD,ISR,2009,1
NLD,JAM,2009,9
NLD,JOR,2009,7
NLD,KAZ,2009,131
NLD,KEN,2009,25
NLD,KWT,2009,10
NLD,KGZ,2009,60
NLD,LVA,2009,3
NLD,LBN,2009,69
NLD,LBR,2009,519
NLD,LBY,2009,245
NLD,LTU,2009,0
NLD,MWI,2009,1
NLD,MYS,2009,2
NLD,MLI,2009,7
NLD,MRT,2009,62
NLD,MUS,2009,0
NLD,MEX,2009,1
NLD,MNG,2009,59
NLD,MAR,2009,15
NLD,MOZ,2009,2
NLD,MMR,2009,482
NLD,NPL,2009,255
NLD,NER,2009,84
NLD,NGA,2009,205
NLD,PAK,2009,186
NLD,PER,2009,4
NLD,PHL,2009,17
NLD,KOR,2009,8
NLD,MDA,2009,14
NLD,ROU,2009,24
NLD,RUS,2009,1168
NLD,RWA,2009,778
NLD,SAU,2009,16
NLD,SEN,2009,5
NLD,SRB,2009,1723
NLD,SLE,2009,3723
NLD,SVK,2009,21
NLD,SOM,2009,11068
NLD,ZAF,2009,2
NLD,ESP,2009,1
NLD,LKA,2009,605
NLD,PSE,2009,24
NLD,SDN,2009,2057
NLD,SUR,2009,5
NLD,SWZ,2009,1
NLD,SWE,2009,1
NLD,SYR,2009,1254
NLD,TJK,2009,52
NLD,MKD,2009,15
NLD,TGO,2009,230
NLD,TUN,2009,46
NLD,TUR,2009,727
NLD,TKM,2009,18
NLD,UGA,2009,126
NLD,UKR,2009,149
NLD,GBR,2009,1
NLD,TZA,2009,8
NLD,USA,2009,1
NLD,UZB,2009,218
NLD,VNM,2009,48
NLD,YEM,2009,44
NLD,ZWE,2009,30
NZL,AFG,2009,169
NZL,ALB,2009,3
NZL,DZA,2009,24
NZL,AGO,2009,2
NZL,BHR,2009,2
NZL,BGD,2009,7
NZL,BLR,2009,3
NZL,BTN,2009,406
NZL,BOL,2009,1
NZL,BIH,2009,0
NZL,BRA,2009,1
NZL,BGR,2009,7
NZL,BDI,2009,1
NZL,KHM,2009,10
NZL,CMR,2009,3
NZL,CHL,2009,6
NZL,CHN,2009,115
NZL,COL,2009,34
NZL,COG,2009,15
NZL,CUB,2009,4
NZL,CZE,2009,62
NZL,PRK,2009,1
NZL,COD,2009,7
NZL,DOM,2009,2
NZL,EGY,2009,9
NZL,ERI,2009,8
NZL,ETH,2009,25
NZL,FJI,2009,2
NZL,GEO,2009,1
NZL,GIN,2009,1
NZL,HUN,2009,1
NZL,IND,2009,12
NZL,IDN,2009,406
NZL,IRQ,2009,254
NZL,IRN,2009,500
NZL,ISR,2009,4
NZL,JOR,2009,15
NZL,KEN,2009,2
NZL,KIR,2009,1
NZL,KWT,2009,50
NZL,KGZ,2009,8
NZL,LAO,2009,3
NZL,LBN,2009,11
NZL,LBR,2009,5
NZL,LBY,2009,8
NZL,MAC,2009,1
NZL,MDG,2009,3
NZL,MYS,2009,6
NZL,MEX,2009,1
NZL,MNG,2009,5
NZL,MAR,2009,4
NZL,MMR,2009,44
NZL,NPL,2009,18
NZL,NGA,2009,3
NZL,PAK,2009,24
NZL,PNG,2009,1
NZL,KOR,2009,1
NZL,RUS,2009,4
NZL,RWA,2009,4
NZL,SAU,2009,10
NZL,SRB,2009,5
NZL,SLE,2009,3
NZL,SVK,2009,7
NZL,SLB,2009,1
NZL,SOM,2009,65
NZL,ZAF,2009,3
NZL,LKA,2009,224
NZL,PSE,2009,7
NZL,SDN,2009,18
NZL,SYR,2009,35
NZL,THA,2009,1
NZL,MKD,2009,1
NZL,TGO,2009,1
NZL,TUN,2009,4
NZL,TUR,2009,18
NZL,UKR,2009,1
NZL,VNM,2009,10
NZL,YEM,2009,1
NZL,ZWE,2009,135
NIC,COL,2009,7
NIC,CUB,2009,6
NIC,SLV,2009,47
NIC,GHA,2009,0
NIC,GTM,2009,5
NIC,HND,2009,50
NIC,IND,2009,1
NIC,LBR,2009,0
NIC,NER,2009,0
NIC,PER,2009,2
NIC,RUS,2009,1
NIC,SLE,2009,0
NIC,SOM,2009,0
NIC,TZA,2009,1
NER,CMR,2009,4
NER,CAF,2009,3
NER,TCD,2009,136
NER,COG,2009,3
NER,CIV,2009,28
NER,COD,2009,91
NER,IRQ,2009,6
NER,LBR,2009,2
NER,RWA,2009,26
NER,SOM,2009,9
NER,SDN,2009,15
NER,TGO,2009,2
NGA,AGO,2009,8
NGA,BDI,2009,6
NGA,CMR,2009,1995
NGA,CAF,2009,7
NGA,TCD,2009,178
NGA,COG,2009,3
NGA,CIV,2009,36
NGA,COD,2009,760
NGA,GNQ,2009,4
NGA,ERI,2009,10
NGA,ETH,2009,29
NGA,GHA,2009,69
NGA,GIN,2009,25
NGA,GNB,2009,5
NGA,LBR,2009,5261
NGA,LBY,2009,1
NGA,NER,2009,1
NGA,RWA,2009,35
NGA,SLE,2009,456
NGA,SOM,2009,20
NGA,LKA,2009,16
NGA,PSE,2009,6
NGA,SDN,2009,178
NGA,TGO,2009,14
